#,Ítem,Nick,Ciudad / Región,Restricciones en el envío
1057,"Wiz-War (eighth edition) - USADO, PERO EN PERFECTO ESTADO. EN ESPAÑOL.",argeleb,Valladolid,"KIALA PREFERENTEMENTE, si se pide otra modalidad se abonará la diferencia por el solicitante"
1058,"Attika - Materiales en perfecto estado, la caja perfecta pero con las esquinas ligeramente desgastadas.",ildex,,kiala
1059,"Ca$h 'n Gun$ - Materiales en perfecto estado, caja con tipicos desgastes en las esquinas pero en perfecto estado.",ildex,,kiala
1060,Cyclades - Materiales y caja en prefecto estado.,ildex,,kiala
1061,"Pack: Jerusalem y Macao. Jerusalem (materiales y caja en perfecto estado) Macao (No tiene caja va dentro de la del Jerusalem. Materiales en prefecto estado, lleva unas cartas tradumaquetadas en español, las originales (en holandes) no estan)",ildex,,kiala
,,,,
1063,"PACK: Los fillers El Señor de los Anillos: Tierra Media (Nunca usado.) + Mausen (Sin abrir.) + Monopoly Deal Juego de Cartas (Buen estado.) + Saboteur (Poco uso, como nuevo.) + UNO (Nunca usado.) + ¡Aventureros al Tren! El Juego de Cartas (Abierto pero nunca usado.)",ildex,,kiala
1064,Alchemists - Inglés perfecto estado.Con los troqueles corregidos.,Fantaside,Valladolid,kiala
1065,Ancient Terrible Things - Edición kickstarter en inglés. Precintado.,Fantaside,Valladolid,kiala
1066,Android: Netrunner+1er ciclo de data packs - Incluye el primer ciclo completo excepto la expansión deluxe.Todo en castellano excepto 2 de los Data packs que están en inglés.COn unas cuantas partidas pero en muy buen estado.Incluyo tapete.,Fantaside,Valladolid,kiala
1067,Cartcassonne - Edición en español. Casi sin usar.,Fantaside,Valladolid,kiala
1068,Dungeon Roll - Edición Kickstarter con todos los extras.Un par de partidas.,Fantaside,Valladolid,kiala
1069,Frank's Ark - Edición en alemán.Precintado.,Fantaside,Valladolid,kiala
1070,Imperial Settlers - En inglés como nuevo.,Fantaside,Valladolid,kiala
1071,It Happens.. - Edición multi idioma.Como nuevo.,Fantaside,Valladolid,kiala
1072,"King of Tokyo+Power up + Halloween +Cartas extra - Incluye las dos expansiones en castellano:Power up! y HalloweenTambién las cartas extra, tiene uso pero esta en buen estado,",Fantaside,Valladolid,kiala
1073,Krosmaster: Arena+ 7 figuras - En castellano solo con dos o tres partidas.Incluyo 7 figuras adicionales.,Fantaside,Valladolid,kiala
1074,Memoir '44 - Edición en inglés con reglas y tradumaquetado al español.Perfecto estado.,Fantaside,Valladolid,kiala
1075,Populi Turolii - Edición en castellano. Una partida.,Fantaside,Valladolid,kiala
1076,The Lord of the Rings: The Card Game+ El camino se oscurece + Conflicto en la carroca - En castellano todo.Cartas como nuevas pero sin inserto interior y la caja con alguna marca típica del tiempo.,Fantaside,Valladolid,kiala
1077,The Magic Labyrinth - Edición en castellano. Un par de partidas.,Fantaside,Valladolid,kiala
1078,"Treasure Chest - Endición en alemán. Faltan las expansiones de Notre Dame y In the year of the dragon , va con caja y lo demás está sin desprecintar.",Fantaside,Valladolid,kiala
1079,"Un Mundo Sin Fin - En castellano , una partida.",Fantaside,Valladolid,kiala
1080,Un imperio en 8 minutos - Edición en castellano como nuevo.,Fantaside,Valladolid,kiala
1081,"PACK: Fillers Bohnanza (Alemán , en perfecto estado) + Bohnanza Erweiterungs-Set (Revised Edition) (Alemán en perfecto estado) + Drachengold (En alemán , enfundado y tradumaquetado al español, buen estado ) + Gang of Four (Multidioma.Con una sola partida.)",Fantaside,Valladolid,kiala
1082,"Silverton - Proviene de Mathtrade, caja con desgaste resto en buén estado. Adjunto reglas en castellano",Babylon,,
1083,"Super Dungeon Explore - Proviene de cambio, buen estado (falta 1base negra de 1 de las figuras que se puede sustituir por cualquiera universal)",Babylon,,
1084,"Glen More - Caja en buen estado, con alguna rozadura por almacenamiento. Componentes en perfecto estado (hago notar que falta una moneda. Los materiales son ""infinitos"" por lo que a nivel de juego no debería afectar). Una partida. Juego en alemán. Se aportan instrucciones en castellano.",frannstein,Barcelona,kiala
1085,Hermagor - Caja sin esquinas rajadas pero no en buen estado (rozaduras por almacenamiento y algo hundida por la parte inferior). Componentes en perfecto estado. Ninguna partida.,frannstein,Barcelona,kiala
1086,Hollywood Blockbuster - Caja en muy buen estado. Componentes perfectos. Muy pocas partidas.,frannstein,Barcelona,kiala
1087,"Morgenland - Como nuevo. Ninguna partida. Incluye instrucciones en inglés, cartas enfundadas y cartas de hechizos tradumaquetadas al inglés.",frannstein,Barcelona,kiala
1088,"Pax Porfiriana - En perfecto estado, tanto caja como componentes. Cartas enfundadas. Solo probado en solitario un par de veces.",frannstein,Barcelona,kiala
1089,"Space Hulk: Death Angel – El Juego de Cartas - Caja en muy buen estado. Componentes perfectos (prácticamente todas las cartas enfundadas). Se incluye expansión TIRÁNIDOS (37 nuevas cartas, todo incluído en la caja del básico).",frannstein,Barcelona,kiala
1090,"Thunderstone - Caja en buen estado, con algunas rozaduras por almacenamiento. Cartas enfundadas desde el primer día. Un par de partidas.",frannstein,Barcelona,kiala
1091,"At the Gates of Loyang - Tradumaquetado. Tiene muy pocas partidas, los componentes están en buen estado, algunos picos de la caja tiene un poco de desgaste del almacenamiento.",Gudix,Cádiz,kiala
1092,"Dog - Ninguna partida, en perfecto estado",Gudix,Cádiz,kiala
1093,"PACK: Pack filler 4 Monkeys (Incluye losetas de expansión, tiene bastante partidas pero se conserva bien porque las cartas están enfundadas) + Zombie Fluxx(precitando)",Gudix,Cádiz,kiala
1094,PACK: Promo Netrunner MegaCorporación NBN(1 copia) + Campaña Adonis (2 copias) + Wyldside(1 copia) + Kati Jones(1 copia) + 1 Sorbedatos(1 copia) + Tierra Quemada(2 copias) + Tapete 2014 Seasons One Champion + Tapete 2014 Store Championship + Caja Kate. Todas las cartas y tapetes están en perfecto estado,Gudix,Cádiz,kiala
1095,"Dungeon Lords - Comprado de segunda mano, sin usar.",Lochi,Madrid,kiala
1096,"Marvel Dice Masters: Avengers vs. X-Men - Starter Kit + las siguientes cartas con sus correspondientes dados (si tengo la carta varias veces tengo esa cantidad de dados): Angel (65), Black Widow (36), Colossus (37), Cyclops (38, 102), Deadpool (39), Doctor Doom (40), Doctor Octopus (41), Doctor Strange (42), Gambit (43), Ghost Rider (44), Green Goblin (45, 130), Hawkeye (46), Loki (47, 80), Magneto (48), Mjolnir (63, 97), Mr. Fantastic (49, 113), Mystique (50, 82), Nick Fury (51), Nightcrawler (52x3), Nova (53), Phoenix (86, 118), Professor X (87, 119x2), Punisher (56), Rogue (57), Silver Surfer (58, 90, 122), Spider-Man (91), Thing (59), Thor (94), Venom (60x2, 95), Vibranium Shield (64), War Machine (61x3, 96), Wolverine (62)",Lochi,Madrid,kiala
1097,Prophecy - Media partida. En perfecto estado.,Lochi,Madrid,kiala
1098,Dragon's Gold (Tradumaquetación a español incluida.),Lochi,Madrid,kiala
1099,"Risk (En buen estado, hace mucho que no lo uso)",Lochi,Madrid,kiala
1100,PACK: Boss Monster Boss Monster: The Dungeon Building Card Game (Unas 5 partidas. Bien cuidado.) + Boss Monster: Tools of Hero-Kind,Lochi,Madrid,kiala
1101,PACK: Caja Pequeña Chronicle (No recuerdo si he jugado con mi copia. Sin el inserto interior.) + La Resistencia (Sin usar. Nuevo aunque desprecintado.) + Lucca Città (Un par de partidas. Como nuevo.) + Qwixx (Sin usar. Nuevo aunque desprecintado.),Lochi,Madrid,kiala
1102,"PACK: Familiares Prosperity - De fábrica le faltaba un cubo amarillo que reemplacé por otro que tenía por ahí por lo que uno de los cubos tiene una tonalidad ligeramente diferente. Se han jugado 3 ó 4 partidas, está como nuevo.+ The Downfall of Pompeii(Pocas partidas, como nuevo.)",Lochi,Madrid,kiala
1103,Anzio: Operation Shingle - Por estrenar,Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1104,"Blox - Usado, en buenas condiciones.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1105,"Bobby Lee - Jugado 1 vez, perfecto estado. Kickstarter edition.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1106,Days of Decision III - Destroquelado pero en buen estado. Es el DoD II con el upgrade kit para DoD III,Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1107,"Football Leader - Jugado pocas veces, como nuevo.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1108,"For the People - tablero deluxe montado, cartas enfundadas, counter tray. Buen estado.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1109,"HysteriCoach - Destroquelado, en buen estado.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1110,"Ici, c'est la France! The Algerian War of Independence 1954-62 - Destroquelado pero como nuevo.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1111,"Le Vol de l'Aigle - Inglés, nuevo, por destroquelar.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1112,Mosby's Raiders - Bastante usado.,Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1113,"Napoleon at the Berezina - Destroquelado, en buen estado.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1114,Patton in Flames - Por estrenar. Incluye kit con el World in Flames Final Edition,Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1115,Phantom Leader - Destroquelado. Como nuevo,Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1116,The Kaiser's Pirates - Poco uso,Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1117,"The Plot to Assassinate Hitler - Caja vieja pero bien, usado.",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1118,"Triumph of Chaos - Destroquelado, buen estado",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1119,World War II: Barbarossa to Berlin - Destroquelado pero como nuevo. Con mapa montado de GMT (deluxe map).,Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1120,"Zombie 15' - Jugado 1 vez, como nuevo. Kickstarter edition",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1121,"PACK: Heroes Wanted Pack Heroes Wanted (Nuevo) + Heroes Wanted: Extra, Extra (Nuevo) + Heroes Wanted: Gamer Promo Card (Nuevo)",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1122,"PACK: Pack Cartas Battleground Fantasy Warfare: Dwarves of Runegard (Sin precinto pero por usar: baraja starter + reinforcements) + Bunny Bunny Moose Moose(Como nuevo) + El Señor de los Anillos: El Juego de Cartas (Usado, muy buen estado.) + Princeps Machiavelli (Buen estado)",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1123,"PACK: Pack Revista Four Roads to Moscow (Sólo el juego Codeword: Barbarossa. Destroquelado, en ziplock.) + Rockets Red Glare (por estrenar) + Tito (MUY usado)",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1124,"PACK: Pack Samurai Bushido: Der Weg des Kriegers (Jugado, como nuevo) + Senji (Edición en castellano, muy buen estado)",Esgariano,,Kiala salvo que no haya punto (como en alguna isla)
1125,"Archipelago - Tradumaquetado al español, practicamente nuevo",zanafeer,,"kiala, en mano o (en caso de ultimo recurso) correos"
1126,Le Havre - En español edicion de Homoludicus,zanafeer,,"kiala, en mano o (en caso de ultimo recurso) correos"
1127,Myrmes - Muy bien cuidado,zanafeer,,"kiala, en mano o (en caso de ultimo recurso) correos"
1128,Alba Longa - Un par de partidas. Incluye expansión centinelas.,mordamir,,
1129,Bremerhaven - Un par de partidas como nuevo.,mordamir,,
1130,Cosmic Encounter - Versión en castellano 1 partida. Tiene las esquinas desgastadas pero lo demás impecable.,mordamir,,
1131,Craftsmen - Precintado,mordamir,,
1132,Gaïa - Una partida como nuevo,mordamir,,
1133,Opera - Precintado,mordamir,,
1134,Panamax - Un par de partidas como nuevo.,mordamir,,
1135,Samurai Sword - Destroquelado pero sin jugar.,mordamir,,
1136,Santiago de Cuba - 1 Partida como nuevo,mordamir,,
1137,Star Wars: The Card Game - Version Fantasy Flight En inglés. Precintado.,mordamir,,
1138,Duck Dealer En buen estado. Pequeño arañazo casi inapresiable en la caja,rafatools,,kiala
1139,Inkognito Como nuevo y tradumaquetado completamente al español,rafatools,,kiala
1140,Puzzle Strike (Third Edition) Como nuevo.,rafatools,,kiala
1141,Timbuktu Como nuevo y edición española.,rafatools,,kiala
1142,Bobby Lee - 2ª edición,kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1143,Dead of Winter (second edition) - Sin destroquelar,kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1144,Merchant of Venus (second edition) - 1 partida. Componentes en bolsas.,kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1145,Napoleon at Leipzig - Sin uso,kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1146,The Spanish Civil War 1936-1939 - Incluye fichas corregidas. Sin destroquelar. Pequeña arruga en la tapa.,kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1147,They Met At Gettysburg - Sin destroquelar,kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1148,Warriors of God - 1 partida,kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1149,"Wings of War: Deluxe Set - 1ª edición, no jugado.",kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1150,PACK: Pack 1 Paths of Glory (En inglés) + Paths of Glory Player's Guide (En la caja del Paths of glory),kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1151,PACK: Pack 2 Black Sheep (2 copias con animalitos de plástico para el Agricola. Edición en francés. ) + Die Sieben Siegel (1 partida.) + Schoko & Co. (Tradumaquetado al español),kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1152,PACK: Pack 3 Capitol (Buen estado. SIn inserto interior. ) + Card City (Precintado. En francés independiente del idioma.) + Keythedral (Edición en francés. Precintado),kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1153,PACK: Pack 4 Moto Grand Prix (Edición en francés. ) + Sylla (En inglés precintado),kalimatias,,kiala o por otro medio pagando la diferencia el destinatario
1154,Brass - Como nuevo. Jugada 1 sola partida. Componentes en bolsitas zip. Va con las instrucciones también en español.,Ferre,A Coruña,kiala
1155,Cornish Smuggler - En buenas condiciones. Conseguido en otra Mathtrade. Los componentes van en sus correspondientes bolsas zip. Con cartas corregidas.,Ferre,A Coruña,kiala
1156,PACK: Pack 1 First Train to Nürnberg (Como nuevo. Sólo tiene 1 partida. Incluyo reglas en castellano impresas a color. Componentes en bolsitas zip. Una esquina de la tapa vino rota y la arreglé con un fixo (la verdad es que apenas se nota).) + Mercurius (Buen estado. Incluye reglas en castellano. Proviene de un cambio con otro usuario. Desde ese cambio sólo se ha jugado 1 partida. El inserto de cartón blanco está gastado y un pelín roto en uno de los fondos. Las esquinas superiores de la caja está levemente gastadas.) + The Great Fire of London 1666 (En perfecto estado. 3 partidas jugadas. Incluye reglas en castellano y componentes en bolsas zip y pequeña caja de plástico.),Ferre,A Coruña,kiala
1157,PACK: Pack 2 Moto Grand Prix (Nuevo: precintado.) + Winds Of Plunder (Como nuevo. Sólo 1 partida. Componentes en bolsas zip.),Ferre,A Coruña,kiala
1158,"PACK: Pack 3 Cuba (Como nuevo, ya que sólo hemos jugado 3 partidas. Todos los componentes en bolsas zip.) + Los Colonos de Catán: El juego de dados (Nuevo: precintado)",Ferre,A Coruña,kiala
1159,A Game of Thrones: The Board Game (Second Edition) – A Dance with Dragons Expansion + A Game of Thrones: The Board Game (Second Edition) – A Feast for Crows Expansion - Ambas en castellano. Sin utilizar,chetxu,,
1160,"Agricola - Castellano. Muy buen estado. Con animeeples y vegiemeeples, algunos comprados y otros de fimo.",chetxu,,
1161,Alhambra: Big Box - Precintado. Version alemana,chetxu,,
1162,Belfort - Precintado. Version alemana,chetxu,,
1163,Big Brain Academy: Juego de Mesa - Castellano. Precintado. Simba,chetxu,,
1164,"Burn in Hell - Ingles, buen estado. Dibujos de Steve Jackson",chetxu,,
1165,"Dominion Castellano, perfecto estado.",chetxu,,
1166,"Dominion: Alchemy - Castellano. Buen estado. Sin inserto, viene de mathtrade y no se ha vuelto a usar",chetxu,,
1167,El Hobbit - Precintado en castellano. Edicion actual,chetxu,,
1168,Fantasía S.A. - En perfecto estado. Castellano,chetxu,,
1169,"Funkenschlag (Second Edition) - Aleman. Como nuevo, incluye reglas en castellano. Juego independiente del idioma salvo las reglas.",chetxu,,
